,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,old_index,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
4956,10.0,0.076,0.18,0.9975,7.8,17.0,58.0,3.43,5,2.3,0.59,54.0,0.59
4958,9.2,0.079,0.4,0.998,8.8,19.0,60.0,3.44,5,2.2,0.64,52.0,0.4
4959,9.3,0.115,0.49,0.9968,7.7,20.0,61.0,3.21,5,1.8,0.71,112.0,0.69
4961,9.8,0.081,0.05,0.9966,7.0,13.0,63.0,3.39,5,2.0,0.57,54.0,0.735
4962,10.9,0.086,0.05,0.9962,7.2,4.0,64.0,3.41,5,4.65,0.39,11.0,0.725
4963,10.9,0.086,0.05,0.9962,7.2,4.0,65.0,3.41,5,4.65,0.39,11.0,0.725
4964,9.6,0.079,0.11,0.9968,7.5,11.0,66.0,3.42,5,1.5,0.58,39.0,0.52
4965,10.7,0.076,0.07,0.9962,6.6,6.0,67.0,3.44,5,1.6,0.58,15.0,0.705
4966,10.7,0.07400000000000001,0.57,0.9969,9.3,27.0,68.0,3.28,5,2.0,0.79,65.0,0.32
4969,9.5,0.08800000000000001,0.23,0.9962,7.7,17.0,71.0,3.32,5,2.1,0.48,96.0,0.67
4970,9.5,0.084,0.22,0.9961,7.7,18.0,72.0,3.31,5,1.9,0.48,94.0,0.69
4972,9.6,0.094,0.54,0.9984,9.7,28.0,74.0,3.28,5,2.5,0.82,83.0,0.32
4973,10.5,0.09300000000000001,0.64,0.9986,8.8,9.0,75.0,3.54,5,2.2,0.66,42.0,0.41
4974,10.5,0.09300000000000001,0.64,0.9986,8.8,9.0,76.0,3.54,5,2.2,0.66,42.0,0.41
4976,10.1,0.086,0.12,0.9958,6.7,12.0,78.0,3.38,5,2.0,0.52,80.0,0.75
4978,9.2,0.069,0.2,0.9958,6.2,3.0,80.0,3.41,5,1.6,0.56,15.0,0.45
4979,9.4,0.46399999999999997,0.7,0.9974,7.8,22.0,81.0,3.13,5,1.9,1.28,67.0,0.43
4980,9.1,0.086,0.47,0.997,7.4,21.0,82.0,3.36,5,2.0,0.57,73.0,0.5
4981,9.4,0.401,0.26,0.9969,7.3,16.0,83.0,3.16,5,1.8,1.14,51.0,0.67
4983,10.1,0.076,0.15,0.9961,6.9,19.0,85.0,3.41,5,2.2,0.59,40.0,0.55
4985,9.6,0.062,0.26,0.9966,7.7,9.0,87.0,3.39,5,1.9,0.64,31.0,0.49
4986,9.5,0.107,0.44,0.9978,9.3,34.0,88.0,3.14,5,2.1,1.22,125.0,0.39
4987,9.0,0.076,0.08,0.9978,7.0,8.0,89.0,3.48,5,1.8,0.53,24.0,0.62
4988,9.5,0.079,0.26,0.9964,7.9,42.0,90.0,3.23,5,1.9,0.54,140.0,0.52
4990,9.8,0.11,0.29,0.9972,8.6,19.0,92.0,2.93,5,2.0,1.98,133.0,0.49
4991,9.6,0.062,0.26,0.9966,7.7,9.0,93.0,3.39,5,1.9,0.64,31.0,0.49
4994,10.7,0.102,0.0,0.9965,6.8,8.0,96.0,3.45,5,3.0,0.56,23.0,0.775
4995,9.2,0.07,0.25,0.9963,7.0,3.0,97.0,3.25,5,2.0,0.63,22.0,0.5
4996,9.8,0.079,0.06,0.9967,7.6,5.0,98.0,3.39,5,2.5,0.56,10.0,0.9
5001,9.2,0.077,0.22,0.9967,8.1,12.0,103.0,3.29,5,2.1,0.51,65.0,0.575
5002,9.4,0.07,0.24,0.996,7.2,5.0,104.0,3.33,5,2.2,0.48,36.0,0.49
5003,9.2,0.077,0.22,0.9967,8.1,12.0,105.0,3.29,5,2.1,0.51,65.0,0.575
5004,9.3,0.467,0.68,0.9973,7.8,18.0,106.0,3.08,5,1.7,1.31,69.0,0.41
5005,9.3,0.08800000000000001,0.31,0.9969,6.2,15.0,107.0,3.46,5,1.7,0.79,64.0,0.63
5007,9.3,0.122,0.52,0.9969,8.1,37.0,109.0,3.21,5,2.0,0.69,153.0,0.785
5008,9.5,0.10400000000000001,0.19,0.9964,7.8,12.0,110.0,3.19,5,1.8,0.93,47.0,0.56
5009,9.8,0.084,0.09,0.9964,8.4,11.0,111.0,3.15,5,2.2,0.66,108.0,0.62
5010,9.8,0.085,0.1,0.9964,8.4,14.0,112.0,3.15,5,2.2,0.66,111.0,0.6
5012,9.5,0.10400000000000001,0.19,0.9964,7.8,12.0,114.0,3.19,5,1.8,0.93,47.0,0.56
5018,9.0,0.17800000000000002,0.09,0.9962,7.3,10.0,120.0,3.3,5,1.7,0.57,89.0,1.07
5020,9.2,0.075,0.0,0.998,7.3,3.0,122.0,3.49,5,2.5,0.52,13.0,0.695
5021,9.5,0.08,0.0,0.9976,8.0,11.0,123.0,3.44,5,2.6,0.53,34.0,0.71
5022,9.5,0.08199999999999999,0.17,0.996,7.8,21.0,124.0,3.39,5,1.6,0.48,102.0,0.5
5023,9.4,0.146,0.04,0.9984,9.0,27.0,125.0,3.16,5,1.9,0.7,90.0,0.62
5024,10.9,0.081,0.0,0.9964,8.2,3.0,126.0,3.53,5,1.7,0.49,12.0,1.33
5025,10.9,0.08199999999999999,0.0,0.9964,8.1,3.0,127.0,3.54,5,1.8,0.48,12.0,1.33
5027,9.4,0.07200000000000001,0.15,0.9955,6.1,6.0,129.0,3.42,5,1.8,0.57,19.0,0.38
5028,9.4,0.11800000000000001,0.56,0.9968,8.0,30.0,130.0,3.24,5,2.0,0.66,134.0,0.745
5029,13.0,0.049,0.09,0.9937,5.6,17.0,131.0,3.63,5,2.3,0.63,99.0,0.5
5030,13.0,0.049,0.09,0.9937,5.6,17.0,132.0,3.63,5,2.3,0.63,99.0,0.5
5033,9.6,0.09,0.11,0.9965,8.4,16.0,135.0,3.19,5,1.9,0.82,63.0,0.745
5034,9.5,0.08900000000000001,0.15,0.9968,8.3,10.0,136.0,3.23,5,1.8,0.77,52.0,0.715
5035,9.2,0.081,0.36,0.9972,7.2,13.0,137.0,3.48,5,2.0,0.64,45.0,0.415
5036,9.5,0.081,0.19,0.9962,7.8,15.0,138.0,3.33,5,2.1,0.54,105.0,0.56
5037,9.5,0.081,0.19,0.9962,7.8,17.0,139.0,3.32,5,2.0,0.54,108.0,0.56
5038,9.6,0.09,0.11,0.9965,8.4,16.0,140.0,3.19,5,1.9,0.82,63.0,0.745
5039,9.5,0.08900000000000001,0.15,0.9968,8.3,10.0,141.0,3.23,5,1.8,0.77,52.0,0.715
5041,9.4,0.066,0.08,0.9954,6.3,3.0,143.0,3.34,5,1.7,0.58,20.0,0.39
5043,9.4,0.11699999999999999,0.55,0.9968,8.1,32.0,145.0,3.17,5,1.8,0.62,141.0,0.67
5044,10.0,0.087,0.02,0.9944,5.8,21.0,146.0,3.54,5,1.8,0.52,94.0,0.68
5045,9.3,0.23600000000000002,0.26,0.9968,7.6,10.0,147.0,3.11,5,1.6,0.8,88.0,0.49
5050,10.1,0.095,0.03,0.995,7.5,25.0,152.0,3.35,5,1.8,0.54,99.0,0.6
5051,10.1,0.095,0.03,0.995,7.5,25.0,153.0,3.35,5,1.8,0.54,99.0,0.6
5052,10.5,0.07,0.42,0.9973,7.1,29.0,154.0,3.42,5,5.5,0.72,129.0,0.43
5053,10.5,0.071,0.42,0.9973,7.1,28.0,155.0,3.42,5,5.5,0.71,128.0,0.43
5054,10.5,0.07,0.42,0.9973,7.1,29.0,156.0,3.42,5,5.5,0.72,129.0,0.43
5055,10.5,0.071,0.42,0.9973,7.1,28.0,157.0,3.42,5,5.5,0.71,128.0,0.43
5056,9.3,0.073,0.0,0.9969,7.1,12.0,158.0,3.48,5,2.2,0.5,22.0,0.68
5058,9.6,0.09,0.03,0.9959,7.6,7.0,160.0,3.2,5,2.0,0.56,20.0,0.95
5061,9.4,0.07,0.26,0.9982,7.4,36.0,163.0,3.37,5,7.3,0.49,121.0,0.6
5062,9.4,0.07,0.26,0.9981,7.3,35.0,164.0,3.37,5,7.2,0.49,121.0,0.59
5063,9.5,0.1,0.48,0.9961,7.8,14.0,165.0,3.19,5,1.7,0.62,96.0,0.63
5064,10.2,0.085,0.1,0.9956,6.8,18.0,166.0,3.34,5,2.1,0.52,101.0,0.64
5067,9.5,0.36,0.24,0.9964,7.5,15.0,169.0,3.0,5,1.8,1.59,63.0,0.705
5072,9.5,0.08,0.21,0.9961,7.3,7.0,174.0,3.33,5,2.0,0.47,35.0,0.38
5073,9.5,0.085,0.04,0.9958,6.9,19.0,175.0,3.35,5,1.5,0.78,49.0,0.5
5074,9.5,0.08,0.21,0.9961,7.3,7.0,176.0,3.33,5,2.0,0.47,35.0,0.38
5076,9.6,0.068,0.0,0.9969,7.0,7.0,178.0,3.48,5,2.5,0.56,20.0,0.805
5077,9.5,0.067,0.14,0.9969,8.8,10.0,179.0,3.19,5,2.4,0.59,42.0,0.61
5078,9.5,0.067,0.14,0.9969,8.8,10.0,180.0,3.19,5,2.4,0.59,42.0,0.61
5079,9.3,0.27,0.49,0.9972,8.9,23.0,181.0,3.12,5,2.0,1.02,110.0,0.61
5080,9.3,0.076,0.02,0.9972,7.2,16.0,182.0,3.44,5,2.5,0.52,42.0,0.73
5081,9.3,0.077,0.2,0.9971,6.8,11.0,183.0,3.54,5,1.8,0.58,65.0,0.61
5083,9.7,0.111,0.57,0.9971,8.9,26.0,185.0,3.26,5,2.0,0.53,85.0,0.31
5084,9.2,0.08199999999999999,0.48,0.9972,7.4,14.0,186.0,3.34,5,2.0,0.55,67.0,0.39
5085,9.7,0.084,0.1,0.9976,7.7,9.0,187.0,3.39,5,2.6,0.49,26.0,0.705
5086,9.5,0.084,0.33,0.9968,7.9,15.0,188.0,3.2,5,2.0,0.55,143.0,0.5
5087,9.5,0.08199999999999999,0.32,0.9968,7.9,17.0,189.0,3.2,5,1.9,0.55,144.0,0.49
5088,9.4,0.077,0.35,0.9976,8.2,21.0,190.0,3.23,5,2.9,0.62,127.0,0.5
5090,9.5,0.099,0.12,0.9969,6.8,16.0,192.0,3.28,5,3.8,0.61,126.0,0.63
5091,9.7,0.071,0.21,0.9964,7.6,7.0,193.0,3.28,5,2.2,0.55,28.0,0.55
5092,9.7,0.071,0.21,0.9964,7.6,7.0,194.0,3.28,5,2.2,0.55,28.0,0.55
5093,9.4,0.07400000000000001,0.33,0.9968,7.8,24.0,195.0,3.25,5,2.0,0.54,120.0,0.59
5094,10.2,0.07400000000000001,0.3,0.9968,7.3,15.0,196.0,3.46,5,2.4,0.59,55.0,0.58
5099,9.3,0.09699999999999999,0.48,0.9975,8.8,39.0,201.0,3.04,5,2.1,1.03,145.0,0.37
5100,9.5,0.075,0.11,0.99545,6.8,16.0,202.0,3.36,5,1.5,0.79,49.0,0.5
5101,9.2,0.08800000000000001,0.35,0.9961,7.0,16.0,203.0,3.34,5,1.6,0.55,39.0,0.42
5105,9.3,0.069,0.31,0.99625,7.8,26.0,207.0,3.29,5,1.8,0.53,120.0,0.57
5106,9.4,0.1,0.28,0.9966,7.8,18.0,208.0,3.22,5,2.7,0.67,95.0,0.44
5111,10.1,0.06,0.26,0.9959,8.2,28.0,213.0,3.3,5,2.2,0.43,65.0,0.57
5113,10.5,0.06,0.49,0.9974,7.0,26.0,215.0,3.34,5,5.6,0.76,121.0,0.49
5114,11.0,0.10099999999999999,0.16,0.9962,8.7,13.0,216.0,3.14,5,2.0,0.57,49.0,0.625
5115,9.1,0.07200000000000001,0.22,0.9967,8.1,11.0,217.0,3.36,5,2.2,0.55,41.0,0.725
5116,9.7,0.076,0.19,0.9957,7.5,10.0,218.0,3.39,5,1.9,0.54,44.0,0.49
5117,9.5,0.08,0.33,0.99655,7.8,24.0,219.0,3.3,5,2.4,0.6,144.0,0.53
5119,9.4,0.10099999999999999,0.26,0.9957,7.4,16.0,221.0,3.15,5,2.0,0.57,72.0,0.53
5120,9.5,0.057,0.04,0.99525,6.8,5.0,222.0,3.42,5,1.5,0.6,10.0,0.61
5125,9.8,0.08900000000000001,0.14,0.9984,9.0,9.0,227.0,3.39,5,2.6,0.63,23.0,0.82
5127,11.0,0.081,0.25,0.99685,6.9,10.0,229.0,3.46,5,2.6,0.5,37.0,0.52
5131,11.0,0.081,0.25,0.99685,6.9,10.0,233.0,3.46,5,2.6,0.5,37.0,0.52
5138,9.3,0.263,0.37,0.9971,8.9,5.0,240.0,3.0,5,1.7,1.09,62.0,0.635
5144,9.5,0.075,0.07,0.99685,7.1,16.0,246.0,3.38,5,1.9,0.52,51.0,0.68
5145,9.3,0.07200000000000001,0.17,0.9963,8.2,11.0,247.0,3.2,5,2.3,0.45,73.0,0.6
5150,10.5,0.09,0.48,0.9986,11.1,5.0,252.0,3.17,5,3.1,0.53,21.0,0.35
5151,9.5,0.092,0.42,0.9959,7.7,8.0,253.0,3.23,5,1.9,0.59,86.0,0.775
5153,9.3,0.073,0.23,0.99675,8.0,17.0,255.0,3.26,5,3.2,0.57,119.0,0.57
5154,9.2,0.075,0.37,0.998,9.4,5.0,256.0,3.22,5,2.2,0.62,13.0,0.34
5155,9.2,0.075,0.0,0.9968,6.6,12.0,257.0,3.49,5,2.1,0.67,56.0,0.695
5156,9.4,0.611,0.76,0.9968,7.7,8.0,258.0,3.06,5,1.8,1.26,45.0,0.41
5158,9.3,0.077,0.23,0.99625,7.9,18.0,260.0,3.29,5,1.7,0.65,45.0,0.33
5160,10.0,0.07,0.03,0.99575,8.0,10.0,262.0,3.34,5,1.7,0.57,35.0,0.52
5161,9.3,0.077,0.23,0.9963,7.9,23.0,263.0,3.28,5,1.8,0.67,49.0,0.37
5162,10.9,0.064,0.49,0.9999,12.5,5.0,264.0,3.08,5,2.4,0.87,27.0,0.56
5170,10.1,0.071,0.58,0.99935,10.9,17.0,272.0,3.22,5,4.0,0.78,65.0,0.37
5171,9.4,0.076,0.2,0.99735,8.4,10.0,273.0,3.31,5,2.4,0.64,38.0,0.715
5172,9.4,0.08800000000000001,0.18,0.99915,7.5,27.0,274.0,3.38,5,7.0,0.77,94.0,0.65
5180,9.1,0.067,0.12,0.9971,7.6,12.0,282.0,3.36,5,3.0,0.57,53.0,0.52
5182,9.8,0.102,0.07,1.00015,9.9,32.0,284.0,3.31,5,3.4,0.71,71.0,0.59
5183,9.8,0.102,0.07,1.00015,9.9,32.0,285.0,3.31,5,3.4,0.71,71.0,0.59
5187,9.2,0.105,0.53,1.001,11.6,33.0,289.0,3.2,5,3.3,0.95,98.0,0.42
5189,10.5,0.34299999999999997,0.48,0.9979,11.0,6.0,291.0,3.3,5,2.0,0.71,18.0,0.2
5193,9.5,0.073,0.46,1.0001,10.8,5.0,295.0,3.05,5,2.5,0.64,27.0,0.5
5194,9.9,0.086,0.37,0.9981,10.6,26.0,296.0,3.16,5,2.6,0.52,70.0,0.83
5195,9.6,0.083,0.06,0.99855,7.1,8.0,297.0,3.67,5,2.0,0.73,29.0,0.63
5196,9.7,0.094,0.02,0.9993,7.2,5.0,298.0,3.67,5,2.3,0.8,31.0,0.65
5197,9.6,0.08,0.06,0.99845,6.9,8.0,299.0,3.68,5,2.1,0.71,33.0,0.67
5200,10.0,0.092,0.12,0.9994,8.3,12.0,302.0,3.51,5,2.6,0.72,28.0,0.705
5201,9.5,0.18600000000000003,0.12,0.996,7.4,5.0,303.0,3.39,5,1.6,0.54,21.0,0.67
5202,9.2,0.11199999999999999,0.6,0.9973,8.4,12.0,304.0,3.2,5,2.1,0.52,90.0,0.65
5204,9.4,0.08199999999999999,0.32,0.9966,7.6,7.0,306.0,3.36,5,2.2,0.52,54.0,0.62
5211,9.4,0.076,0.3,0.9976,8.6,30.0,313.0,3.3,5,3.0,0.53,135.0,0.47
5212,11.0,0.087,0.29,0.99645,7.4,26.0,314.0,3.39,5,2.6,0.68,72.0,0.36
5214,10.1,0.102,0.23,0.9996,9.6,37.0,316.0,3.3,5,3.4,0.65,92.0,0.56
5219,9.7,0.09,0.26,0.99975,9.3,25.0,321.0,3.24,5,3.4,0.62,87.0,0.61
5220,9.3,0.079,0.05,0.99735,7.8,6.0,322.0,3.29,5,2.3,0.63,18.0,0.62
5225,11.5,0.107,0.5,0.998,10.3,5.0,327.0,3.28,5,4.5,0.83,13.0,0.44
5227,9.5,0.061,0.39,0.9981,10.7,7.0,329.0,3.18,5,2.0,0.62,15.0,0.46
5231,11.0,0.105,0.08,0.9958,8.4,16.0,333.0,3.13,5,2.1,0.52,44.0,0.56
5235,10.3,0.08,0.32,0.9974,7.8,29.0,337.0,3.31,5,2.8,0.64,58.0,0.43
5243,9.9,0.067,0.0,0.9979,7.0,40.0,345.0,3.6,5,1.9,0.81,63.0,0.685
5250,9.3,0.09,0.0,0.9974,7.7,8.0,352.0,3.27,5,2.4,0.73,19.0,0.665
5251,13.0,0.12,0.79,1.0018,13.5,23.0,353.0,3.18,5,4.8,0.77,77.0,0.53
5254,11.0,0.08,0.52,1.0001,11.5,29.0,356.0,3.26,5,3.0,0.88,55.0,0.41
5258,9.4,0.099,0.23,0.9973,8.2,14.0,360.0,3.19,5,2.0,0.7,81.0,0.7
5260,10.0,0.07200000000000001,0.66,0.9992,11.9,6.0,362.0,3.05,5,2.5,0.56,37.0,0.58
5261,10.2,0.071,0.63,0.9988,12.5,6.0,363.0,2.99,5,2.0,0.87,15.0,0.46
5265,9.0,0.076,0.61,1.0,10.4,11.0,367.0,3.16,5,2.6,0.69,24.0,0.575
5266,9.4,0.159,0.52,0.9998,10.3,15.0,368.0,3.18,5,2.8,0.64,75.0,0.34
5268,9.9,0.063,0.02,0.9975,6.9,35.0,370.0,3.57,5,2.3,0.78,63.0,0.765
5271,9.2,0.106,0.22,0.9959,7.4,12.0,373.0,3.05,5,2.2,0.63,72.0,0.55
5282,9.2,0.087,0.28,0.998,7.7,23.0,384.0,3.42,5,2.1,0.74,54.0,0.51
5290,9.5,0.08199999999999999,0.52,0.998,9.5,6.0,392.0,3.18,5,2.0,0.51,26.0,0.37
5291,9.1,0.11199999999999999,0.61,0.997,8.4,13.0,393.0,3.16,5,2.0,0.54,95.0,0.665
5292,9.9,0.063,0.65,0.9997,12.7,6.0,394.0,3.03,5,2.3,0.57,25.0,0.6
5294,9.9,0.122,0.02,0.9994,6.6,68.0,396.0,3.47,5,7.9,0.53,124.0,0.735
5297,9.4,0.064,0.22,0.9963,8.7,9.0,399.0,3.1,5,2.3,0.55,42.0,0.765
5298,9.9,0.122,0.02,0.9994,6.6,68.0,400.0,3.47,5,7.9,0.53,124.0,0.735
5302,9.1,0.075,0.05,0.9974,7.7,15.0,404.0,3.26,5,2.7,0.61,27.0,0.69
5309,9.5,0.08,0.35,0.9987,9.1,23.0,411.0,3.38,5,2.4,0.62,78.0,0.45
5310,9.3,0.1,0.16,0.9966,7.1,15.0,412.0,3.27,5,1.9,0.64,77.0,0.735
5312,9.5,0.087,0.34,0.9982,8.8,24.0,414.0,3.26,5,2.7,0.61,122.0,0.52
5313,9.3,0.11699999999999999,0.24,1.0014,8.6,31.0,415.0,3.32,5,6.6,1.07,134.0,0.725
5315,10.5,0.091,0.12,0.9956,7.0,34.0,417.0,3.44,5,1.9,0.48,124.0,0.58
5317,9.9,0.066,0.0,0.9976,6.8,34.0,419.0,3.62,5,1.8,0.68,52.0,0.77
5320,10.9,0.047,0.2,0.9955,7.7,15.0,422.0,3.36,5,2.0,0.44,60.0,0.96
5322,10.9,0.047,0.2,0.9955,7.7,15.0,424.0,3.36,5,2.0,0.44,60.0,0.96
5326,9.3,0.07,0.33,0.9978,9.1,9.0,428.0,3.24,5,1.3,0.6,30.0,0.52
5329,9.2,0.07400000000000001,0.35,0.9974,7.8,21.0,431.0,3.25,5,2.2,0.56,66.0,0.55
5331,9.5,0.091,0.63,1.0004,12.3,6.0,433.0,3.16,5,2.3,0.49,18.0,0.39
5333,9.5,0.091,0.63,1.0004,12.3,6.0,435.0,3.16,5,2.3,0.49,18.0,0.39
5337,9.3,0.062,0.18,0.9951,7.0,7.0,439.0,3.08,5,1.5,0.6,50.0,0.62
5344,10.5,0.081,0.6,0.9996,12.5,31.0,446.0,3.1,5,2.6,0.73,72.0,0.38
5345,11.2,0.127,0.29,0.9968,9.3,6.0,447.0,3.22,5,2.1,0.72,16.0,0.48
5352,11.1,0.063,0.4,0.9952,7.0,21.0,454.0,3.5,5,1.6,0.63,67.0,0.23
5354,10.3,0.095,0.39,0.9986,8.9,5.0,456.0,3.37,5,2.3,0.58,22.0,0.59
5355,9.6,0.09699999999999999,0.21,0.9988,9.2,29.0,457.0,3.28,5,2.7,0.58,65.0,0.63
5359,9.3,0.087,0.22,0.9982,8.3,6.0,461.0,3.26,5,2.6,0.61,19.0,0.615
5360,11.8,0.085,0.68,0.997,11.0,10.0,462.0,3.18,5,2.55,0.61,25.0,0.26
5361,9.0,0.098,0.7,0.9972,8.1,25.0,463.0,3.08,5,2.2,0.53,129.0,0.66
5363,9.7,0.098,0.4,1.0006,10.0,10.0,465.0,3.48,5,2.9,0.91,26.0,0.29
5367,9.8,0.07,0.02,0.9952,8.7,36.0,469.0,3.2,5,1.2,0.58,48.0,0.82
5368,10.6,0.09300000000000001,0.65,0.9996,13.0,15.0,470.0,3.05,5,2.6,0.61,47.0,0.32
5371,10.6,0.062,0.55,0.9971,9.9,5.0,473.0,3.26,5,2.1,0.79,14.0,0.35
5373,10.2,0.087,0.24,0.9988,9.6,5.0,475.0,3.14,5,2.2,0.6,28.0,0.68
5374,9.7,0.091,0.41,0.998,9.3,6.0,476.0,3.28,5,2.0,0.7,16.0,0.27
5376,10.2,0.087,0.24,0.9988,9.6,5.0,478.0,3.14,5,2.2,0.6,28.0,0.68
5378,9.2,0.069,0.39,1.0026,10.6,6.0,480.0,3.12,5,15.5,0.66,23.0,0.28
5380,9.4,0.152,0.59,0.9986,10.6,6.0,482.0,3.04,5,2.2,1.05,18.0,0.36
5381,9.4,0.152,0.6,0.9986,10.6,7.0,483.0,3.04,5,2.2,1.06,18.0,0.36
5383,10.0,0.054000000000000006,0.39,0.9976,10.2,6.0,485.0,3.17,5,1.9,0.47,17.0,0.67
5384,10.0,0.054000000000000006,0.39,0.9976,10.2,6.0,486.0,3.17,5,1.9,0.47,17.0,0.67
5395,11.1,0.09,0.32,0.9966,7.2,43.0,497.0,3.32,5,2.5,0.79,113.0,0.34
5408,9.5,0.073,0.49,0.9978,12.4,19.0,510.0,3.02,5,4.6,0.61,43.0,0.42
5413,9.3,0.122,0.49,1.001,8.5,34.0,515.0,3.31,5,6.1,1.14,151.0,0.655
5417,11.0,0.08800000000000001,0.49,0.9966,7.3,39.0,519.0,3.36,5,2.5,0.78,106.0,0.365
5419,9.1,0.08800000000000001,0.49,0.998,7.6,16.0,521.0,3.48,5,2.0,0.64,43.0,0.41
5420,9.8,0.099,0.49,0.9979,8.2,47.0,522.0,3.38,5,2.3,0.99,133.0,0.39
5421,9.4,0.085,0.49,0.9978,9.3,38.0,523.0,3.22,5,2.5,0.55,142.0,0.4
5422,9.5,0.086,0.49,0.9976,9.2,23.0,524.0,3.23,5,2.4,0.64,116.0,0.43
5423,9.9,0.105,0.24,0.9998,10.4,29.0,525.0,3.24,5,2.8,0.67,53.0,0.64
5424,11.0,0.08800000000000001,0.49,0.9966,7.3,39.0,526.0,3.36,5,2.5,0.78,106.0,0.365
5427,9.4,0.077,0.24,0.9974,9.9,6.0,529.0,3.09,5,2.4,0.57,33.0,0.63
5429,10.3,0.098,0.49,1.0004,11.9,12.0,531.0,3.16,5,2.7,0.61,42.0,0.38
5430,10.3,0.098,0.49,1.0004,11.9,12.0,532.0,3.16,5,2.7,0.61,42.0,0.38
5434,9.4,0.077,0.24,0.9974,9.9,6.0,536.0,3.09,5,2.4,0.57,33.0,0.63
5437,11.2,0.1,0.74,0.9996,11.2,5.0,539.0,3.22,5,5.15,0.62,17.0,0.5
5438,9.6,0.10099999999999999,0.24,0.9988,9.2,20.0,540.0,3.26,5,3.3,0.67,47.0,0.59
5440,9.9,0.07,0.24,0.9966,9.3,5.0,542.0,3.12,5,2.1,0.59,20.0,0.715
5443,9.1,0.094,0.49,0.9982,9.1,38.0,545.0,3.08,5,2.6,0.59,106.0,0.47
5451,11.5,0.05,0.24,0.9934,5.0,32.0,553.0,3.74,5,1.6,0.62,96.0,1.04
5452,11.1,0.095,0.49,1.00315,15.5,10.0,554.0,2.92,5,4.2,0.74,23.0,0.645
5453,11.1,0.095,0.49,1.00315,15.5,10.0,555.0,2.92,5,4.2,0.74,23.0,0.645
5455,11.1,0.095,0.49,1.00315,15.6,10.0,557.0,2.92,5,4.2,0.74,23.0,0.645
5458,11.4,0.075,0.49,0.9994,12.7,5.0,560.0,3.14,5,2.8,0.57,19.0,0.6
5459,9.2,0.078,0.49,0.9978,9.0,26.0,561.0,3.23,5,2.4,0.58,121.0,0.44
5460,9.2,0.094,0.49,0.9982,9.0,41.0,562.0,3.08,5,2.9,0.61,110.0,0.54
5463,11.4,0.075,0.49,0.9994,12.7,5.0,565.0,3.14,5,2.8,0.57,19.0,0.6
5470,10.4,0.075,0.49,0.9978,10.2,10.0,572.0,3.14,5,2.4,0.61,28.0,0.24
5475,9.5,0.083,0.49,0.9982,8.8,18.0,577.0,3.3,5,2.8,0.6,111.0,0.44
5476,9.8,0.085,0.49,0.9982,8.8,17.0,578.0,3.29,5,2.9,0.6,110.0,0.47
5478,9.6,0.08900000000000001,0.49,1.0002,12.3,5.0,580.0,3.19,5,2.2,0.44,14.0,0.5
5479,9.6,0.08900000000000001,0.49,1.0002,12.3,5.0,581.0,3.19,5,2.2,0.44,14.0,0.5
5480,9.2,0.083,0.49,1.0,11.7,5.0,582.0,3.19,5,2.2,0.43,15.0,0.49
5485,9.3,0.10800000000000001,0.24,0.9967,7.3,18.0,587.0,3.26,5,1.9,0.59,102.0,0.73
5488,9.7,0.084,0.49,0.9987,9.0,21.0,590.0,3.35,5,2.6,0.57,75.0,0.45
5490,9.7,0.084,0.49,0.9987,9.0,21.0,592.0,3.35,5,2.6,0.57,75.0,0.45
5491,9.0,0.094,0.58,1.0004,9.9,9.0,593.0,3.29,5,3.5,0.58,43.0,0.49
5492,9.5,0.096,0.17,0.9978,7.9,20.0,594.0,3.4,5,2.6,0.53,38.0,0.72
5493,9.3,0.086,0.41,0.9998,8.9,30.0,595.0,3.27,5,7.9,0.57,109.0,0.595
5500,9.3,0.081,0.0,0.9975,7.7,6.0,602.0,3.3,5,2.6,0.52,14.0,0.835
5508,9.2,0.083,0.54,0.9983,8.8,25.0,610.0,3.39,5,2.5,0.54,57.0,0.24
5509,9.4,0.081,0.55,1.0006,13.2,5.0,611.0,2.98,5,2.7,0.54,16.0,0.38
5511,9.8,0.057999999999999996,0.38,0.9962,8.2,10.0,613.0,3.26,5,1.5,0.74,29.0,0.39
5513,9.7,0.079,0.5,0.9997,9.6,28.0,615.0,3.5,5,2.3,0.57,71.0,0.6
5514,9.7,0.079,0.5,0.9997,9.6,28.0,616.0,3.5,5,2.3,0.57,71.0,0.6
5516,10.2,0.122,0.5,1.0006,11.4,4.0,618.0,3.13,5,2.7,0.7,17.0,0.46
5517,9.3,0.08800000000000001,0.41,0.9988,11.3,6.0,619.0,3.09,5,2.3,0.8,16.0,0.37
5518,9.4,0.076,0.24,0.9976,8.3,16.0,620.0,3.27,5,3.4,0.61,112.0,0.54
5519,9.4,0.078,0.23,0.9976,8.2,14.0,621.0,3.28,5,3.4,0.62,104.0,0.56
5520,9.5,0.08,0.22,0.9974,10.0,9.0,622.0,3.13,5,1.9,0.55,32.0,0.58
5522,10.2,0.124,0.0,0.9997,6.8,21.0,624.0,3.46,5,5.6,0.72,58.0,0.69
5523,10.2,0.124,0.0,0.9997,6.8,21.0,625.0,3.46,5,5.6,0.72,58.0,0.69
5524,9.1,0.098,0.29,0.9988,8.8,5.0,626.0,3.36,5,2.2,0.49,15.0,0.6
